MemberID,COUNT_TEMP,SEX,AGE,MARITAL_STATUS,CITY,DISTRICT,EDUCATION,ANNU_INCOME,PRIVATE_VEHICLE,COMMUTE,CHILDREN,DATE,MCC_CAT,AMOUNT,CARD_TYPE,PAYBY,MOBILE_PAYMENT,QUANTITY,AD_EXPO,AD_CLICK,AD_TIME
631,37,男,32,1,宜蘭縣,員山鄉,其他,489459,1,1,0,5/5/2017,美妝保健,1829, ,ATM轉帳, ,2,1,0, 
631,37,男,32,1,宜蘭縣,員山鄉,其他,489459,1,1,0,5/5/2017,美妝保健,3322, ,貨到付款, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/5/2017,食品飲料,1948, ,ATM轉帳, ,3,1,1,10
590,27,男,38,1,新北市,汐止區,其他,630000,0,1,0,5/5/2017,電器用品,4183, ,ATM轉帳, ,1,0, , 
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/5/2017,電器用品,4146,簽帳金融卡,信用卡,0,3,1,0, 
544,22,女,39,1,新北市,新莊區,其他,667727,1,1,3,5/5/2017,美妝保健,953,玉璽卡,信用卡,1,2,1,0, 
544,22,女,39,1,新北市,新莊區,其他,667727,1,1,3,5/5/2017,美妝保健,1433, ,貨到付款, ,3,0, , 
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/5/2017,電器用品,5672, ,貨到付款, ,1,1,0, 
8,20,女,42,1,無資料,無資料,大學,390000,1,1,0,5/5/2017,美妝保健,1581,簽帳金融卡,信用卡,0,1,0, , 
270,77,女,41,0,台中市,清水區,其他,300000,1,1, ,5/5/2017,服飾用品,1784,汽車卡,信用卡,0,2,0, , 
975,42,男,35,1,高雄市,路竹區,其他,514762,1,1,0,5/5/2017,食品飲料,1745,簽帳金融卡,信用卡,1,1,1,0, 
186,64,男,39,1,台中市,龍井區,其他,544688,0,0,0,5/5/2017,食品飲料,2119, ,貨到付款, ,1,0, , 
975,42,男,35,1,高雄市,路竹區,其他,514762,1,1,0,5/5/2017,食品飲料,5430,玉璽卡,信用卡,0,1,1,1,9
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,5/5/2017,生活百貨,1800, ,ATM轉帳, ,2,0, , 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,5/5/2017,電器用品,4277,簽帳金融卡,信用卡,1,5,0, , 
851,29,女,34,0,新竹市,新竹市,大學,300000,0,0, ,5/5/2017,美妝保健,1049,簽帳金融卡,信用卡,1,1,1,1,8
851,29,女,34,0,新竹市,新竹市,大學,300000,0,0, ,5/5/2017,美妝保健,1385,玉璽卡,信用卡,0,1,1,0, 
851,29,女,34,0,新竹市,新竹市,大學,300000,0,0, ,5/5/2017,美妝保健,937,簽帳金融卡,信用卡,0,2,0, , 
401,216,男,37,1,新北市,林口區,大學,600000,0,1,1,5/5/2017,電器用品,3991,簽帳金融卡,信用卡,0,4,0, , 
8,20,女,42,1,無資料,無資料,大學,390000,1,1,0,5/5/2017,美妝保健,955,簽帳金融卡,信用卡,1,2,0, , 
806,81,女,51,1,台北市,文山區,大學,550000,0,1,0,5/6/2017,美妝保健,2326,簽帳金融卡,信用卡,0,1,1,0, 
190,16,男,31,1,高雄市,苓雅區,專科,547500,1,1,3,5/6/2017,電器用品,3369, ,貨到付款, ,1,1,0, 
190,16,男,31,1,高雄市,苓雅區,專科,547500,1,1,3,5/6/2017,電器用品,3336, ,貨到付款, ,1,1,0, 
782,53,女,35,1,高雄市,鹽埕區,其他,523774,0,0,1,5/6/2017,美妝保健,1249,汽車卡,信用卡,1,1,1,1,8
761,5,女,50,1,新北市,鶯歌區,碩士以上,1080000,0,1,2,5/6/2017,生活百貨,6707,玉璽卡,信用卡,0,4,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,生活百貨,894,商務卡,信用卡,0,3,1,0, 
742,15,男,42,1,桃園縣,八德市,專科,300000,1,1,0,5/6/2017,美妝保健,1044, ,ATM轉帳, ,2,1,0, 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,美妝保健,1457,玉璽卡,信用卡,0,2,1,0, 
345,45,女,41,1,新北市,三重區,高中(職),700000,1,1,1,5/6/2017,服飾用品,677,玉璽卡,信用卡,0,2,1,0, 
345,45,女,41,1,新北市,三重區,高中(職),700000,1,1,1,5/6/2017,服飾用品,1084,玉璽卡,信用卡,0,1,0, , 
345,45,女,41,1,新北市,三重區,高中(職),700000,1,1,1,5/6/2017,美妝保健,1232,玉璽卡,信用卡,0,2,1,0, 
660,24,女,34,0,新北市,三重區,大學,638333,0,1, ,5/6/2017,美妝保健,2312,玉璽卡,信用卡,1,4,1,1,12
660,24,女,34,0,新北市,三重區,大學,638333,0,1, ,5/6/2017,美妝保健,1478, ,貨到付款, ,1,1,1,7
651,143,女,36,0,台北市,北投區,碩士以上,780000,0,1, ,5/6/2017,教育娛樂,1723,簽帳金融卡,信用卡,1,1,1,1,8
651,143,女,36,0,台北市,北投區,碩士以上,780000,0,1, ,5/6/2017,美妝保健,1127, ,貨到付款, ,4,0, , 
627,17,女,49,1,彰化縣,埔心鄉,大學,356471,0,1,0,5/6/2017,服飾用品,2118,小資卡,信用卡,1,2,0, , 
627,17,女,49,1,彰化縣,埔心鄉,大學,356471,0,1,0,5/6/2017,美妝保健,895,小資卡,信用卡,0,1,1,0, 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,5/6/2017,電器用品,5431, ,ATM轉帳, ,1,0, , 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,5/6/2017,食品飲料,4757, ,ATM轉帳, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/6/2017,食品飲料,1361, ,ATM轉帳, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/6/2017,生活百貨,1067, ,貨到付款, ,1,1,1,8
592,3,女,50,1,台北市,文山區,大學,350000,0,1,3,5/6/2017,美妝保健,1812,玉璽卡,信用卡,0,3,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/6/2017,電器用品,3616, ,貨到付款, ,2,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/6/2017,食品飲料,959,簽帳金融卡,信用卡,1,1,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,生活百貨,2953,玉璽卡,信用卡,0,1,1,0, 
561,61,女,44,1,台北市,文山區,大學,340000,0,1,0,5/6/2017,美妝保健,1679,商務卡,信用卡,0,1,0, , 
529,36,男,31,1,台中市,太平區,其他,588056,1,1,0,5/6/2017,美妝保健,635,小資卡,信用卡,1,1,0, , 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,美妝保健,746,汽車卡,信用卡,0,2,1,0, 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,美妝保健,1142, ,貨到付款, ,1,1,1,13
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,食品飲料,1512,玉璽卡,信用卡,0,1,1,0, 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,美妝保健,1217,玉璽卡,信用卡,0,1,1,0, 
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,美妝保健,1998,商務卡,信用卡,0,1,1,1,11
995,256,男,40,0,台北市,大安區,其他,645469,1,1, ,5/6/2017,食品飲料,2448, ,ATM轉帳, ,2,1,0, 
995,256,男,40,0,台北市,大安區,其他,645469,1,1, ,5/6/2017,食品飲料,2537, ,貨到付款, ,1,1,0, 
233,95,男,43,0,台北市,信義區,大學,440000,0,1, ,5/6/2017,服飾用品,1298,小資卡,信用卡,0,1,1,1,18
460,179,女,40,1,新竹市,新竹市,其他,567095,0,1,0,5/6/2017,服飾用品,871,玉璽卡,信用卡,0,2,1,0, 
868,25,女,29,1,新北市,三重區,大學,480000,0,0,0,5/6/2017,電器用品,4686, ,貨到付款, ,2,0, , 
212,82,男,48,0,新北市,新店區,大學,460000,1,1, ,5/6/2017,服飾用品,791, ,ATM轉帳, ,3,0, , 
853,127,男,33,1,台北市,文山區,碩士以上,740000,0,1,2,5/6/2017,電器用品,7982,簽帳金融卡,信用卡,0,1,0, , 
212,82,男,48,0,新北市,新店區,大學,460000,1,1, ,5/6/2017,服飾用品,1004, ,貨到付款, ,2,0, , 
828,38,男,43,1,新北市,新店區,碩士以上,520000,0,1,3,5/7/2017,美妝保健,5116, ,ATM轉帳, ,1,0, , 
814,106,女,39,1,基隆市,七堵區,大學,250000,1,1,2,5/7/2017,電器用品,3946, ,貨到付款, ,1,1,0, 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/7/2017,美妝保健,2600,玉璽卡,信用卡,1,4,1,0, 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/7/2017,美妝保健,1396, ,貨到付款, ,1,0, , 
127,57,女,45,1,苗栗縣,頭份鎮,碩士以上,516842,0,1,3,5/7/2017,美妝保健,1603,小資卡,信用卡,1,2,1,1,24
26,141,女,42,1,新北市,永和區,大學,500000,0,1,1,5/7/2017,電器用品,6090, ,貨到付款, ,1,1,0, 
337,103,女,42,0,台北市,中山區,大學,440000,0,0, ,5/7/2017,電器用品,4690,簽帳金融卡,信用卡,0,2,0, , 
337,103,女,42,0,台北市,中山區,大學,440000,0,0, ,5/7/2017,美妝保健,2768,簽帳金融卡,信用卡,1,1,1,0, 
680,48,女,36,1,台北市,中正區,大學,420000,0,1,1,5/7/2017,服飾用品,4457,簽帳金融卡,信用卡,0,2,0, , 
680,48,女,36,1,台北市,中正區,大學,420000,0,1,1,5/7/2017,服飾用品,1550,汽車卡,信用卡,1,2,0, , 
26,141,女,42,1,新北市,永和區,大學,500000,0,1,1,5/7/2017,美妝保健,875,小資卡,信用卡,0,1,1,0, 
26,141,女,42,1,新北市,永和區,大學,500000,0,1,1,5/7/2017,電器用品,5880,小資卡,信用卡,0,1,0, , 
626,143,男,41,1,新北市,蘆洲區,大學,730000,0,0,0,5/7/2017,食品飲料,894, ,ATM轉帳, ,2,0, , 
620,86,女,36,1,新北市,三重區,其他,619651,1,1,1,5/7/2017,美妝保健,3570,玉璽卡,信用卡,1,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,食品飲料,3921,簽帳金融卡,信用卡,1,1,0, , 
614,172,男,38,1,新北市,板橋區,其他,637326,0,1,1,5/7/2017,食品飲料,775,簽帳金融卡,信用卡,1,1,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,食品飲料,1937,簽帳金融卡,信用卡,1,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,電器用品,4421, ,貨到付款, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,生活百貨,1271, ,ATM轉帳, ,2,1,0, 
608,119,女,39,1,新北市,中和區,其他,620000,1,1,0,5/7/2017,電器用品,3672, ,貨到付款, ,3,1,0, 
863,166,女,40,1,彰化縣,溪湖鎮,高中(職),240000,0,1,1,5/7/2017,美妝保健,2502,商務卡,信用卡,0,4,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,生活百貨,869, ,ATM轉帳, ,1,1,0, 
425,68,女,30,0,桃園縣,平鎮市,其他,521912,1,1, ,5/7/2017,美妝保健,1243,小資卡,信用卡,1,2,0, , 
595,39,女,45,1,無資料,無資料,碩士以上,570000,1,1,1,5/7/2017,美妝保健,1226,玉璽卡,信用卡,0,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,食品飲料,1083, ,ATM轉帳, ,2,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,電器用品,4113, ,ATM轉帳, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,食品飲料,1308,簽帳金融卡,信用卡,0,1,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/7/2017,食品飲料,846, ,ATM轉帳, ,1,0, , 
565,80,女,34,1,新北市,板橋區,大學,340000,0,1,0,5/7/2017,美妝保健,1692, ,貨到付款, ,2,1,0, 
565,80,女,34,1,新北市,板橋區,大學,340000,0,1,0,5/7/2017,服飾用品,1577,玉璽卡,信用卡,1,1,1,0, 
297,42,男,39,1,台北市,北投區,碩士以上,600000,1,1,3,5/7/2017,服飾用品,702, ,ATM轉帳, ,1,0, , 
26,141,女,42,1,新北市,永和區,大學,500000,0,1,1,5/7/2017,電器用品,4175,小資卡,信用卡,1,1,0, , 
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/7/2017,電器用品,4701,簽帳金融卡,信用卡,0,1,1,0, 
526,1,女,57,0,屏東縣,屏東市,其他,820000,0,0, ,5/7/2017,美妝保健,1563,小資卡,信用卡,0,1,0, , 
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/7/2017,電器用品,3628,玉璽卡,信用卡,0,1,1,0, 
82,154,男,38,0,新竹縣,新豐鄉,其他,500000,1,1, ,5/7/2017,生活百貨,1570,玉璽卡,信用卡,0,1,1,1,12
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,5/7/2017,教育娛樂,901,簽帳金融卡,信用卡,0,1,1,0, 
508,63,女,30,0,苗栗縣,頭份鎮,其他,554286,1,0, ,5/7/2017,服飾用品,1791, ,貨到付款, ,2,1,1,8
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/7/2017,電器用品,3842, ,ATM轉帳, ,3,1,0, 
138,120,男,44,1,花蓮縣,吉安鄉,高中(職),554667,0,1,1,5/7/2017,電器用品,6734,簽帳金融卡,信用卡,0,4,1,0, 
29,138,男,39,0,雲林縣,元長鄉,大學,404275,0,1, ,5/7/2017,電器用品,3280, ,ATM轉帳, ,1,0, , 
1014,567,男,43,1,嘉義市,嘉義市,其他,643298,0,0,0,5/7/2017,食品飲料,2970, ,ATM轉帳, ,1,1,1,9
1014,567,男,43,1,嘉義市,嘉義市,其他,643298,0,0,0,5/7/2017,電器用品,3143,簽帳金融卡,信用卡,0,1,1,0, 
29,138,男,39,0,雲林縣,元長鄉,大學,404275,0,1, ,5/7/2017,電器用品,5131,小資卡,信用卡,0,2,0, , 
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,5/7/2017,美妝保健,1708, ,貨到付款, ,2,1,1,9
1002,143,女,35,1,台北市,文山區,其他,651958,0,1,0,5/7/2017,美妝保健,4080,簽帳金融卡,信用卡,0,2,0, , 
784,34,男,42,1,新北市,永和區,大學,450000,0,0,1,5/7/2017,美妝保健,1967,玉璽卡,信用卡,1,2,0, , 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,電器用品,4017,簽帳金融卡,信用卡,0,2,1,0, 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,電器用品,4156, ,貨到付款, ,1,1,0, 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,電器用品,4188,玉璽卡,信用卡,1,1,0, , 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,電器用品,3757, ,ATM轉帳, ,2,1,0, 
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,食品飲料,2398,玉璽卡,信用卡,0,2,1,1,9
946,115,男,43,1,南投縣,草屯鎮,其他,534348,1,1,0,5/7/2017,食品飲料,1504, ,ATM轉帳, ,5,1,0, 
436,168,女,53,0,新北市,五股區,高中(職),600000,0,1, ,5/7/2017,美妝保健,2950,尊榮卡,信用卡,0,2,1,0, 
28,56,男,46,1,宜蘭縣,宜蘭市,大學,300000,1,1,1,5/7/2017,服飾用品,2015,小資卡,信用卡,0,2,0, , 
60,91,女,39,1,新北市,樹林區,其他,672198,0,1,1,5/7/2017,服飾用品,1098, ,貨到付款, ,2,1,0, 
899,65,男,26,1,新竹市,新竹市,大學,880000,0,1,0,5/7/2017,教育娛樂,2021, ,ATM轉帳, ,2,1,0, 
899,65,男,26,1,新竹市,新竹市,大學,880000,0,1,0,5/7/2017,食品飲料,1813, ,ATM轉帳, ,1,1,0, 
899,65,男,26,1,新竹市,新竹市,大學,880000,0,1,0,5/7/2017,教育娛樂,2146, ,貨到付款, ,1,1,0, 
425,68,女,30,0,桃園縣,平鎮市,其他,521912,1,1, ,5/7/2017,服飾用品,1169,小資卡,信用卡,0,3,0, , 
425,68,女,30,0,桃園縣,平鎮市,其他,521912,1,1, ,5/7/2017,美妝保健,1262,小資卡,信用卡,1,3,1,1,15
60,91,女,39,1,新北市,樹林區,其他,672198,0,1,1,5/7/2017,美妝保健,3073,玉璽卡,信用卡,1,4,1,0, 
863,166,女,40,1,彰化縣,溪湖鎮,高中(職),240000,0,1,1,5/7/2017,生活百貨,1586,商務卡,信用卡,0,1,0, , 
28,56,男,46,1,宜蘭縣,宜蘭市,大學,300000,1,1,1,5/7/2017,食品飲料,3280,小資卡,信用卡,1,3,0, , 
107,88,男,35,0,雲林縣,水林鄉,其他,365909,0,1, ,5/8/2017,服飾用品,1219, ,ATM轉帳, ,3,0, , 
107,88,男,35,0,雲林縣,水林鄉,其他,365909,0,1, ,5/8/2017,服飾用品,895, ,貨到付款, ,1,0, , 
107,88,男,35,0,雲林縣,水林鄉,其他,365909,0,1, ,5/8/2017,食品飲料,1352,簽帳金融卡,信用卡,0,2,0, , 
107,88,男,35,0,雲林縣,水林鄉,其他,365909,0,1, ,5/8/2017,服飾用品,1835, ,ATM轉帳, ,2,0, , 
809,74,男,40,1,雲林縣,虎尾鎮,高中(職),426622,1,1,0,5/8/2017,服飾用品,634, ,貨到付款, ,2,0, , 
435,46,女,43,0,無資料,無資料,大學,566522,0,1, ,5/8/2017,美妝保健,2357,簽帳金融卡,信用卡,0,2,1,1,13
197,60,男,36,1,台南市,學甲區,高中(職),380000,0,1,1,5/8/2017,服飾用品,1059, ,貨到付款, ,1,0, , 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/8/2017,服飾用品,678,汽車卡,信用卡,0,1,0, , 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/8/2017,服飾用品,2926,玉璽卡,信用卡,1,1,1,1,10
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/8/2017,服飾用品,583,玉璽卡,信用卡,1,3,0, , 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/8/2017,服飾用品,731, ,貨到付款, ,1,0, , 
380,45,女,32,0,桃園縣,觀音鄉,大學,522444,1,1, ,5/8/2017,美妝保健,1848,玉璽卡,信用卡,0,1,1,0, 
378,9,男,50,0,新北市,三重區,碩士以上,520000,1,1, ,5/8/2017,電器用品,4121,玉璽卡,信用卡,0,1,1,0, 
378,9,男,50,0,新北市,三重區,碩士以上,520000,1,1, ,5/8/2017,電器用品,5093, ,ATM轉帳, ,3,0, , 
750,23,女,28,0,新北市,新店區,大學,490000,0,0, ,5/8/2017,美妝保健,5453, ,ATM轉帳, ,1,0, , 
352,11,男,36,0,彰化縣,芳苑鄉,大學,400000,1,1, ,5/8/2017,美妝保健,1003,簽帳金融卡,信用卡,1,2,0, , 
228,32,男,33,1,彰化縣,彰化市,高中(職),330000,1,1,1,5/8/2017,電器用品,3709, ,貨到付款, ,2,1,0, 
165,46,男,38,1,桃園縣,中壢市,其他,511087,1,1,0,5/8/2017,服飾用品,2261,玉璽卡,信用卡,0,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/8/2017,食品飲料,2386,簽帳金融卡,信用卡,1,1,1,0, 
83,183,男,54,1,台中市,南區,大學,340000,1,1,1,5/8/2017,電器用品,4266, ,ATM轉帳, ,1,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/8/2017,電器用品,3828,簽帳金融卡,信用卡,0,2,0, , 
435,46,女,43,0,無資料,無資料,大學,566522,0,1, ,5/8/2017,美妝保健,1117,簽帳金融卡,信用卡,0,1,1,0, 
34,76,男,29,1,台北市,大同區,大學,420000,1,1,2,5/8/2017,食品飲料,1044, ,ATM轉帳, ,1,0, , 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/8/2017,生活百貨,1069,簽帳金融卡,信用卡,1,1,0, , 
588,149,男,44,1,台南市,安平區,碩士以上,700000,1,1,0,5/8/2017,食品飲料,1172,玉璽卡,信用卡,0,1,1,0, 
9,12,女,41,1,台中市,太平區,高中(職),440000,0,1,2,5/8/2017,電器用品,4686,簽帳金融卡,信用卡,0,3,0, , 
570,54,男,35,1,新北市,樹林區,大學,260000,0,1,2,5/8/2017,食品飲料,1589, ,ATM轉帳, ,2,1,0, 
82,154,男,38,0,新竹縣,新豐鄉,其他,500000,1,1, ,5/8/2017,食品飲料,1196,玉璽卡,信用卡,0,1,0, , 
9,12,女,41,1,台中市,太平區,高中(職),440000,0,1,2,5/8/2017,美妝保健,917,簽帳金融卡,信用卡,0,2,0, , 
287,194,男,50,0,新竹市,新竹市,其他,562629,1,0, ,5/8/2017,食品飲料,1392, ,ATM轉帳, ,2,0, , 
287,194,男,50,0,新竹市,新竹市,其他,562629,1,0, ,5/8/2017,電器用品,7674, ,ATM轉帳, ,6,0, , 
82,154,男,38,0,新竹縣,新豐鄉,其他,500000,1,1, ,5/8/2017,電器用品,4027, ,ATM轉帳, ,1,0, , 
287,194,男,50,0,新竹市,新竹市,其他,562629,1,0, ,5/8/2017,食品飲料,972,商務卡,信用卡,0,1,0, , 
505,48,女,37,1,新北市,汐止區,其他,110000,0,1,1,5/8/2017,美妝保健,947,簽帳金融卡,信用卡,0,1,0, , 
891,24,男,40,1,新北市,五股區,高中(職),500000,0,1,1,5/8/2017,美妝保健,3126, ,ATM轉帳, ,1,1,0, 
923,21,男,33,1,高雄市,鳳山區,大學,100000,0,0,1,5/8/2017,美妝保健,910, ,貨到付款, ,3,1,0, 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,5/8/2017,服飾用品,1083,簽帳金融卡,信用卡,0,1,0, , 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,5/8/2017,生活百貨,1635, ,貨到付款, ,1,1,0, 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,5/8/2017,電器用品,5047,尊榮卡,信用卡,0,1,0, , 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,5/8/2017,美妝保健,2348,簽帳金融卡,信用卡,0,1,1,1,7
439,105,女,35,0,彰化縣,彰化市,大學,360000,0,1, ,5/8/2017,美妝保健,1264,簽帳金融卡,信用卡,0,2,0, , 
439,105,女,35,0,彰化縣,彰化市,大學,360000,0,1, ,5/8/2017,美妝保健,978,簽帳金融卡,信用卡,0,3,1,0, 
436,168,女,53,0,新北市,五股區,高中(職),600000,0,1, ,5/8/2017,美妝保健,1333,簽帳金融卡,信用卡,0,1,0, , 
237,194,女,52,1,台中市,西屯區,其他,558454,0,0,1,5/8/2017,美妝保健,1861, ,貨到付款, ,4,1,0, 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,5/8/2017,服飾用品,1852,簽帳金融卡,信用卡,1,3,0, , 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,5/8/2017,服飾用品,1925,簽帳金融卡,信用卡,1,1,1,0, 
114,66,女,36,1,桃園縣,大溪鎮,其他,536970,1,1,0,5/8/2017,美妝保健,903, ,貨到付款, ,5,1,0, 
435,46,女,43,0,無資料,無資料,大學,566522,0,1, ,5/8/2017,美妝保健,2204,簽帳金融卡,信用卡,0,3,1,0, 
925,15,男,39,0,高雄市,前鎮區,大學,500000,1,1, ,5/8/2017,電器用品,4047,小資卡,信用卡,0,2,0, , 
923,21,男,33,1,高雄市,鳳山區,大學,100000,0,0,1,5/8/2017,美妝保健,815,玉璽卡,信用卡,0,1,0, , 
923,21,男,33,1,高雄市,鳳山區,大學,100000,0,0,1,5/8/2017,美妝保健,829, ,ATM轉帳, ,1,1,0, 
925,15,男,39,0,高雄市,前鎮區,大學,500000,1,1, ,5/8/2017,美妝保健,4621, ,貨到付款, ,1,0, , 
891,24,男,40,1,新北市,五股區,高中(職),500000,0,1,1,5/8/2017,電器用品,6667, ,ATM轉帳, ,2,0, , 
891,24,男,40,1,新北市,五股區,高中(職),500000,0,1,1,5/8/2017,電器用品,3920, ,ATM轉帳, ,1,1,0, 
435,46,女,43,0,無資料,無資料,大學,566522,0,1, ,5/8/2017,美妝保健,2111,簽帳金融卡,信用卡,0,1,1,1,15
828,38,男,43,1,新北市,新店區,碩士以上,520000,0,1,3,5/9/2017,電器用品,4717,小資卡,信用卡,0,1,1,0, 
820,83,男,38,0,彰化縣,和美鎮,其他,270000,0,1, ,5/9/2017,服飾用品,2019,玉璽卡,信用卡,0,2,1,0, 
801,90,女,56,1,台北市,中山區,大學,740000,0,1,1,5/9/2017,服飾用品,3097,簽帳金融卡,信用卡,0,1,0, , 
190,16,男,31,1,高雄市,苓雅區,專科,547500,1,1,3,5/9/2017,美妝保健,1117, ,貨到付款, ,1,0, , 
907,92,女,43,1,新竹縣,湖口鄉,其他,538043,1,1,1,5/9/2017,服飾用品,2642,簽帳金融卡,信用卡,0,1,0, , 
190,16,男,31,1,高雄市,苓雅區,專科,547500,1,1,3,5/9/2017,電器用品,4451, ,ATM轉帳, ,2,1,0, 
47,35,男,40,1,台中市,中區,其他,460000,1,0,1,5/9/2017,電器用品,5686, ,ATM轉帳, ,1,0, , 
190,16,男,31,1,高雄市,苓雅區,專科,547500,1,1,3,5/9/2017,美妝保健,1154, ,貨到付款, ,1,1,0, 
189,19,女,43,0,新北市,淡水區,大學,860000,0,1, ,5/9/2017,電器用品,4224,玉璽卡,信用卡,0,2,0, , 
47,35,男,40,1,台中市,中區,其他,460000,1,0,1,5/9/2017,美妝保健,1817, ,ATM轉帳, ,1,0, , 
359,44,女,37,1,台中市,豐原區,碩士以上,540000,1,1,1,5/9/2017,服飾用品,1227,玉璽卡,信用卡,0,1,1,0, 
359,44,女,37,1,台中市,豐原區,碩士以上,540000,1,1,1,5/9/2017,教育娛樂,1722,玉璽卡,信用卡,0,1,0, , 
729,183,女,36,1,新北市,新店區,其他,500000,0,1,3,5/9/2017,教育娛樂,3636,小資卡,信用卡,1,3,0, , 
729,183,女,36,1,新北市,新店區,其他,500000,0,1,3,5/9/2017,生活百貨,1753,小資卡,信用卡,0,2,1,1,19
89,146,男,39,0,台南市,六甲區,專科,330000,1,1, ,5/9/2017,電器用品,4137, ,ATM轉帳, ,3,1,0, 
165,46,男,38,1,桃園縣,中壢市,其他,511087,1,1,0,5/9/2017,服飾用品,2011,簽帳金融卡,信用卡,0,2,0, , 
165,46,男,38,1,桃園縣,中壢市,其他,511087,1,1,0,5/9/2017,食品飲料,1921, ,貨到付款, ,2,0, , 
630,12,女,35,1,台北市,中山區,大學,340000,0,1,1,5/9/2017,美妝保健,1471, ,貨到付款, ,1,1,1,14
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/9/2017,電器用品,6435, ,ATM轉帳, ,2,0, , 
153,106,男,41,0,高雄市,岡山區,專科,586509,1,1, ,5/9/2017,電器用品,4126,簽帳金融卡,信用卡,0,1,1,0, 
435,46,女,43,0,無資料,無資料,大學,566522,0,1, ,5/9/2017,服飾用品,2378,簽帳金融卡,信用卡,0,3,1,0, 
307,225,男,30,1,台中市,北屯區,大學,552711,0,0,1,5/9/2017,食品飲料,2806,簽帳金融卡,信用卡,0,1,1,0, 
